Acc_ID,Limit,SEX,EDUCATION,MARRIAGE,Debt,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
14773,90400,1,2,2,29,18980,20680,23337,24940,24404,27227,2006,3000,2000,5,3400,0,1
14774,70200,2,2,2,26,30543,29785,28976,29540,29505,29428,3,0,2032,1070,1066,1002,1
14775,50500,1,2,2,26,1055,1055,1056,1050,1050,1050,3,0,0,1,0,0,1
14776,50200,2,2,1,43,22829,22669,5640,5933,6433,6828,1106,1100,1100,603,500,300,0
14777,300400,2,2,2,41,8389,346,350,341,341,343,344,341,341,344,343,1977,0
14778,20100,2,1,2,23,13723,15038,15758,17068,17891,17463,1552,1268,1585,1409,0,1700,1
14779,360500,2,2,2,34,8553,1123,1234,1541,1389,390,1124,1227,1541,1394,390,390,0
14780,300100,2,3,2,42,395,395,397,390,390,390,393,390,390,390,390,390,0
14781,30100,2,3,1,48,1357,5142,1401,696,0,696,5176,1392,696,1,696,696,0
14782,100100,2,2,1,43,51346,50254,51430,52684,51400,0,3,2300,2400,0,0,0,1
14783,350400,1,2,1,38,32598,16671,32603,16666,16666,32809,1004,32597,1000,16668,32809,526,1
14784,20500,2,2,1,52,17395,18124,19421,19704,19563,20391,1319,2401,900,712,1548,0,0
14785,50300,2,2,2,32,30621,31639,32323,32787,33416,34116,1806,1500,1300,1301,1400,1500,1
14786,180400,1,1,1,42,3,5,8,0,0,0,2,0,0,1,0,0,1
14787,430100,1,2,1,47,52934,965,354724,361373,368484,365148,517,358689,15066,14128,13065,12908,1
14788,300300,2,1,1,33,147282,149898,152536,152882,113347,114554,7003,7000,6000,4089,4056,4300,0
14789,30200,1,3,1,35,19934,20713,20097,22717,26073,25583,1402,0,3000,5000,0,800,1
14790,150200,1,1,2,29,85504,86014,86114,89006,89775,87725,3960,4031,10006,3271,4040,1698,0
14791,90400,1,1,2,31,24804,27556,20567,17228,6531,8411,3204,0,1000,1000,2000,0,0
14792,50300,1,1,2,32,50459,51405,9,3794,0,0,2405,0,3794,0,0,9551,0
14793,50100,2,1,2,27,16764,19131,13925,8239,6376,10077,4035,4031,3000,6378,5000,0,0
14794,260300,1,1,1,37,239208,212276,191821,193555,197090,200841,9034,9000,7100,7512,8000,6888,1
14795,230200,2,2,1,28,24742,19717,18182,12109,11616,10134,2005,1928,1014,1005,203,34096,0
14796,210400,2,2,1,48,599,599,21452,0,0,0,7,21451,0,0,0,0,0
14797,500100,2,1,2,40,4418,5647,8695,-131,-131,-131,5472,5026,0,3,0,0,0
14798,50100,1,2,2,41,47379,48338,48646,49207,49599,50594,2106,1800,1735,1942,1960,2000,0
14799,50300,1,2,2,50,47364,45920,46695,47084,14253,15479,4,2200,2000,1004,2000,2000,0
14800,50400,2,1,2,24,46753,45990,26681,16948,16303,18019,1512,2000,592,604,2000,2000,0
14801,550300,2,2,1,40,67890,67811,66334,26422,21386,17674,3691,2577,2169,1004,602,890,0
14802,20100,1,3,1,49,19197,20094,16748,17486,9392,9587,1258,1368,1115,304,310,352,1
14803,20400,1,2,2,25,15793,16836,20412,19621,14051,0,1614,4183,0,282,0,0,1
14804,240300,1,2,1,35,242810,237859,240543,242770,191520,173461,10004,11000,9248,8005,8000,8000,0
14805,180400,2,3,2,29,176804,179276,180391,132104,129772,124734,6964,6208,3749,4368,4517,177,0
14806,290200,2,1,2,48,289003,1337,21437,2228,156721,157203,1350,21542,2239,156736,7219,17512,0
14807,50500,1,1,2,28,48927,48598,49465,50160,49244,50531,2204,2200,1890,2000,2000,1800,0
14808,390300,1,1,1,38,8044,7823,8060,-5,1965,3088,7859,8091,0,995,3108,8486,0
14809,240500,2,3,1,37,-603,1971,4427,8521,8323,16620,5004,5000,10112,1,13000,10000,0
14810,240400,2,1,2,31,25705,28682,22089,3428,67,1832,5012,2000,5000,4,3332,0,0
14811,50400,2,2,2,46,23754,23081,25011,24315,23626,25370,5,2600,0,3,2129,0,1
14812,470100,1,2,1,54,84675,86826,88899,90944,93739,96428,5001,5000,5000,5003,5000,5000,0
14813,160200,2,5,1,54,202643,208711,210152,75166,68355,69602,7645,6263,2394,2278,2172,2291,0
14814,180400,1,1,1,46,1,5,6,0,0,0,3,0,0,3,0,4003,0
14815,670300,1,1,2,30,88613,91142,99321,95292,63782,41114,5007,10000,4500,6004,1300,3000,0
14816,170400,1,5,1,58,86234,134765,132622,131213,129293,128379,55003,5012,5000,4516,5000,5000,0
14817,320100,2,1,2,34,3919,2877,4712,3382,2575,8097,2888,4732,3398,2592,8137,2474,0
14818,50200,1,2,1,47,51135,43025,30189,0,0,0,2802,1000,0,5,0,0,0
14819,50500,1,2,2,33,32816,34978,35610,37595,29818,24416,3006,1700,2600,1,10000,6000,1
14820,360200,2,1,2,31,-24,-23,1078,1980,10780,2036,4,1100,2025,10823,2110,5600,0
14821,500500,2,1,1,32,8375,8764,5580,10403,2293,2702,1021,5584,6348,49,2702,4648,0
14822,150300,2,2,1,29,5531,619,12521,10749,7549,5749,1004,13000,12006,7002,0,0,0
14823,300100,2,1,1,37,5,5,8,0,1894,2394,1,0,0,1897,500,4662,0
14824,210400,2,2,1,31,104702,106139,108431,91143,82733,74125,4005,5000,3500,3000,2700,5000,0
14825,360500,1,3,1,38,306,5,8,0,0,860,2,0,0,3,860,0,0
14826,420500,2,1,2,29,41359,45728,33132,31987,23703,22776,7009,9000,7000,5001,5000,10433,0
14827,20500,1,3,1,47,1343,955,1569,1170,780,780,6,1000,0,5,0,0,1
14828,100300,2,2,1,35,83014,89594,92893,0,0,0,8001,5000,0,4,0,0,0
14829,50500,2,3,1,55,48554,49185,48529,8731,8777,9261,2282,2290,1500,1004,1000,2000,1
14830,50300,2,1,2,26,1358,1055,5,7999,-66,6784,1057,0,8000,1,6850,11000,1
14831,20400,1,3,1,54,2915,395,787,780,780,390,396,780,780,780,390,780,0
14832,200500,2,2,1,38,2502,5,6,0,0,0,5,0,0,1,0,0,1
14833,140100,1,3,1,47,1558,5,9,0,0,0,6,0,0,4,0,0,0
14834,20500,1,3,2,41,13200,14202,15663,14418,13561,13291,1244,2959,580,4,435,518,0
14835,20100,1,2,2,27,774,1016,637,2198,365,-34,1504,700,2500,4,0,2000,0
14836,300300,2,2,2,32,1946,105514,97985,94349,88213,78746,107005,5006,4500,3001,3000,3000,0
14837,30400,2,3,3,61,2370,-576,-575,-2054,1473,14510,5,0,0,5003,14510,0,0
14838,210100,2,1,2,35,2,5,8,25478,9485,0,1,0,25478,9488,0,0,0
14839,10200,1,3,2,35,7166,8652,9253,9431,8843,9075,2001,1141,325,335,389,1000,0
14840,200200,2,1,1,49,101988,97685,94132,89550,98565,54370,4004,3455,5000,10005,2500,2231,0
14841,120200,2,2,1,29,1167,1849,-7802,120680,63530,63552,1674,380,131062,2001,3000,3000,0
14842,160300,2,2,3,28,11445,7262,15778,27024,14490,8190,1006,15793,11000,6004,1000,10312,0
14843,70200,2,3,1,54,70664,61105,62504,47581,48805,50018,3004,3200,2000,2002,2000,2000,1
14844,120200,2,3,2,33,66556,67881,69912,71446,79589,81354,2436,3120,3300,10000,3200,3200,0
14845,80400,2,2,1,33,51348,52960,54070,54608,55695,56786,3003,2500,2000,2501,2500,2500,0
14846,20500,2,2,1,43,8396,8119,10302,9979,10329,10391,6,2479,0,515,377,617,0
14847,100300,2,2,1,28,3,5,6,0,0,4747,6,0,0,4,4747,1198,1
14848,50200,2,2,1,35,37544,36509,26909,26021,19438,12198,1436,1555,1148,1000,422,372,0
14849,310500,2,1,2,33,9113,24485,6873,0,150,150,24487,6864,0,155,150,271,0
14850,30300,2,2,1,44,28486,27209,28241,28272,28494,28182,5,2000,2483,1006,969,1208,1
14851,270400,1,3,2,38,276195,271778,262632,268735,273709,273139,11005,11100,12000,11004,10200,10500,0
14852,80500,1,2,1,41,51196,50959,55141,56629,57405,58742,1205,5000,3000,2304,2400,0,1
14853,150500,2,3,1,45,90609,93501,94202,91550,89586,88300,4353,3229,3150,3351,3244,8778,0
14854,240100,1,1,1,55,232944,236442,133391,136654,136639,123951,9707,5000,5500,5503,5000,5000,0
14855,400300,2,1,1,39,10678,31410,26726,25434,6973,9899,31009,26862,3000,2004,3000,0,0
14856,10300,2,3,1,52,4418,6738,6487,7495,8735,8453,2401,0,1131,1374,0,1794,0
14857,360400,1,2,1,41,1265,1266,1270,1261,1261,1261,1263,1261,1261,1264,1261,1261,0
14858,140200,2,1,2,30,138041,140927,144080,142381,142807,141635,6606,7000,5300,6003,5500,5500,1
14859,120100,2,2,2,31,2683,14775,7823,416,270,0,14771,7832,416,270,0,0,0
14860,140200,2,1,1,42,781,395,399,780,390,390,3,390,780,4,390,390,0
14861,320500,2,2,1,46,5,5,6,0,0,0,5,0,0,5,0,0,0
14862,360400,1,1,2,35,2,5,6,0,0,0,1,0,0,0,0,0,0
14863,70100,2,1,2,26,19201,19084,17701,17791,15704,16257,503,1300,1240,603,1000,608,0
14864,270200,1,3,2,33,188931,191184,171065,163865,167289,167928,10092,7009,7506,10007,6007,6504,0
14865,20200,2,2,2,24,16579,17634,18558,15562,16308,17034,1332,1250,800,1005,1000,1000,0
14866,100500,1,1,2,33,33754,32933,35579,34700,36942,36196,1,3200,0,2802,0,1511,1
14867,10200,2,2,2,23,7892,8992,9612,9800,10000,0,1387,1000,196,200,1000,0,0
14868,260500,1,3,1,55,3307,7383,3649,4726,2966,5946,7380,3696,4726,2967,5946,6020,0
14869,50100,2,3,1,26,48790,49760,49560,49800,20000,0,1780,2221,1470,402,0,0,0
14870,340200,1,3,1,38,362183,303616,92120,75710,63870,52671,10123,3300,5000,10003,10000,30000,1
14871,470500,2,1,2,42,17244,14727,15276,15615,16261,16969,1248,1300,600,901,1000,1324,1
14872,20500,1,3,1,39,19870,19810,19908,390,390,0,1522,1000,390,393,0,780,1
14873,210300,2,1,2,30,7458,1517,8483,5499,2960,670,1513,8475,5499,2962,670,25594,0
14874,180500,2,2,1,40,177118,180633,176145,183007,179505,105229,7801,0,11700,5,3775,7000,1
14875,20400,2,1,2,27,18451,17864,18727,17009,18721,20209,3,1718,900,2001,1800,0,1
14876,180500,2,1,2,29,131011,131637,136245,138116,135246,130436,5004,7000,6500,5003,5000,5000,0
14877,230400,2,2,1,32,6297,1940,-67,926,426,926,1946,0,1500,3,1000,0,0
14878,210500,2,2,1,36,4143,5352,25071,30684,29892,30516,1288,20000,6071,2,1107,1114,0
14879,120300,2,2,1,32,101600,102865,104701,103058,71095,47379,3713,5502,4204,3022,2005,1702,0
14880,310500,2,3,1,41,69574,71442,71470,72299,50967,51153,3367,2400,2212,1987,2422,1407,0
14881,30500,1,2,2,36,28016,29253,29261,19837,14793,404,1696,1200,8697,2001,1000,2759,0
14882,20100,1,2,2,26,19792,19596,15795,14911,11699,12224,1922,1000,1000,1004,1068,0,1
14883,50100,2,3,2,28,46883,48373,49290,7002,6991,7137,2572,2485,1203,195,199,163,0
14884,290300,2,3,2,36,159168,167490,167938,171146,174889,179149,11001,5600,5500,5501,6000,5500,0
14885,160500,1,2,1,40,14661,15671,16703,17697,19023,18584,1262,1286,1289,1619,0,1000,1
14886,70500,2,2,1,34,56779,75042,73333,71568,72540,71148,20006,0,0,2700,0,0,0
14887,50500,1,1,2,39,64402,57074,57614,19394,19619,20024,2504,1815,657,1003,1000,800,0
14888,320200,2,2,1,45,401,401,402,792,396,396,402,396,792,0,396,396,0
14889,300100,2,1,2,42,5133,4908,4687,6596,6344,9067,2,0,2000,4,3000,0,1
14890,50500,2,2,1,43,15914,15375,16496,16962,15446,14739,2,1700,1002,7,684,442,0
14891,20400,2,2,2,45,6488,6238,7262,8106,8418,8440,4,1283,1135,450,306,307,1
14892,170200,2,1,2,29,5,5,9,0,0,0,1,0,0,3,0,0,0
14893,10200,1,3,1,43,6272,7308,8382,9268,10630,10188,1301,1350,1200,1505,0,0,0
14894,30500,2,1,2,28,30740,29591,29419,18587,1558,4681,1,1331,49,10,5363,8,1
14895,200500,1,1,2,29,5840,2261,9559,4215,3400,3286,2262,9588,5135,3488,3295,7791,0
14896,10100,2,1,2,25,2404,2405,2406,2400,2400,2400,2,0,0,0,0,0,1
14897,460300,2,3,1,44,43797,35052,35421,0,1619,3795,1604,1000,0,1623,3795,954,0
14898,200200,1,1,2,27,16814,21295,20213,23858,33236,33337,5030,4007,5001,10023,5073,5064,0
14899,300100,1,3,1,45,531,25581,1570,2106,2656,4274,25579,1561,2106,2661,4274,4310,0
14900,140400,2,2,1,36,127797,120775,116407,112055,107364,107762,4320,4189,5411,3805,4024,4100,0
14901,50400,2,2,1,47,28721,29171,6,0,0,0,1007,0,0,4,0,0,1
14902,50400,1,3,1,31,15401,17704,17133,18076,17061,17419,2883,0,1259,594,613,608,1
14903,280300,2,2,1,31,18930,20228,15890,15547,14472,15086,1980,2000,1600,1005,1000,1100,1
14904,310300,2,1,1,45,66144,66642,68139,68585,68657,55457,6002,10000,3018,4001,3000,3000,0
14905,250500,2,2,1,40,9695,5,1230,7337,0,2752,6,1222,7409,5,2752,1549,0
14906,50400,2,2,2,55,51325,50607,50104,34120,33235,32377,1958,1979,1495,1147,1165,946,0
14907,140100,2,3,2,25,42900,45744,46477,45422,46371,47297,3828,1775,0,1833,1850,2000,1
14908,20500,2,2,2,24,13860,15126,16481,18087,17499,17868,1501,1600,2200,4,650,1450,0
14909,30200,1,2,1,33,22504,24807,29375,28108,26717,11693,3007,5000,0,1004,1000,1000,0
14910,50200,2,1,2,27,44642,45774,47405,40345,31003,29693,1877,2500,3017,1063,1300,2000,0
14911,30200,2,1,2,29,20235,20481,22000,22544,24061,23428,2003,3000,2000,2001,1000,0,1
14912,280400,1,2,2,31,110552,113882,115230,116930,112607,95949,6602,4700,5100,3,4200,3000,0
14913,260500,1,3,1,45,250418,257992,260110,253488,145630,148720,11003,7100,135546,4500,4590,4501,0
14914,120500,2,2,1,42,921,8214,429,4502,6013,5094,8212,421,5000,6017,0,7600,0
14915,200400,2,2,1,62,401,401,467,396,546,396,398,461,396,547,396,396,0
14916,50100,2,2,1,39,29974,17796,12599,5022,780,390,1285,1099,1009,10003,0,17458,0
14917,180300,1,1,1,43,124065,121852,82818,81755,81316,81206,5088,2891,3755,2945,3206,2837,0
14918,360500,1,3,2,43,222,7027,9750,89215,98256,99145,7028,3001,80000,10501,5000,10000,0
14919,170300,1,1,1,37,474,-98,-97,-103,-103,2297,7,0,0,0,2400,0,1
14920,20500,1,2,1,35,17180,17820,9525,10469,14272,15033,1306,1500,1415,4004,1000,1000,1
14921,150400,2,3,1,46,179443,169952,153529,150779,49198,50277,7340,4,4104,15001,2000,2200,1
14922,180500,1,1,1,38,85706,84303,62208,81859,78566,77491,3617,2400,23500,3803,3700,500,0
14923,50100,1,2,2,31,48861,47806,48371,30221,22877,22361,7,1500,1000,2002,0,2000,0
14924,80200,1,2,1,42,5811,221,5747,6143,7039,26799,217,7741,500,1003,20000,1500,0
14925,110500,2,2,2,34,1,5,9,0,0,150,7,0,0,2,300,102,1
14926,150500,2,1,2,33,116911,107169,110890,111706,113942,116626,4005,5500,4145,4187,4630,4000,0
14927,190200,2,2,2,41,70397,65190,53699,56997,55956,58020,5002,2000,4200,1,3000,9000,1
14928,360400,2,1,2,29,130643,120063,110802,101668,78730,66682,4503,4100,4208,3000,2300,1800,0
14929,390400,2,3,1,45,35370,22243,7815,97774,100912,152955,15001,7809,97874,32495,100000,31000,0
14930,310500,2,1,2,31,44594,40115,39812,36823,38987,32304,2001,1620,1332,2772,1500,1500,0
14931,70100,2,1,2,37,79642,75026,71110,73831,46898,48686,3001,2893,4231,8002,2500,1675,0
14932,20100,1,1,2,24,10594,10282,11310,12311,12410,13358,5,1500,1500,600,1300,0,0
14933,270200,2,1,2,30,14729,20870,24820,12674,9486,2460,10004,5000,3900,9489,2460,0,0
14934,70300,2,1,2,26,110178,56383,57580,58130,59289,61331,2707,2700,2110,2129,3000,2300,0
14935,500200,2,2,1,33,26460,12234,996,2008,-59,11835,7067,1003,2018,60,11894,2,0
14936,60100,2,1,2,26,47391,4812,3441,2386,2837,3358,4811,1048,1000,2842,3358,5093,1
14937,510400,2,3,1,63,181738,192908,181809,178179,223100,216225,17004,0,6508,50003,7000,6000,0
14938,50200,2,2,2,32,77966,48100,50392,48987,48793,48328,3003,3387,1637,1234,3356,636,0
14939,160500,2,3,1,32,2220,8982,3308,10770,11800,10043,8984,1000,10770,11800,10043,5325,0
14940,310100,2,2,2,29,106473,108960,112383,54762,58189,57170,8001,6000,5000,5005,4000,5000,0
14941,470500,2,1,2,32,1694,504,356,2277,41523,2175,504,350,2277,41526,2175,6351,1
14942,140100,1,2,2,28,133573,135372,113279,115685,118171,120550,6173,4500,4287,4505,4500,9500,1
14943,280400,2,2,1,51,106343,108716,111516,108253,109065,111447,5606,6000,0,4104,4300,4300,1
14944,480200,1,1,1,38,6076,7999,8322,25714,25710,20110,8030,8351,25753,14015,10021,12462,0
14945,130100,2,2,1,43,104900,103925,102276,96440,85065,85105,4719,4553,4203,3000,3100,3500,0
14946,140100,2,2,2,29,118016,123635,128317,125776,123659,131290,9046,8200,1000,1,9874,0,0
14947,500300,2,2,1,48,16405,891,21811,90182,79310,68380,887,21831,90182,2504,2380,2772,0
14948,50500,1,2,2,26,19270,23558,21513,17827,7655,7881,5003,1700,2000,501,500,500,0
14949,300500,2,1,2,40,87542,89797,91564,93741,99802,97711,5006,4500,5000,8004,0,4000,0
14950,30100,2,3,2,24,28375,28243,28971,29991,22876,22177,2002,2000,2000,2004,2000,2000,1
14951,350200,1,3,1,39,70262,73156,47306,25692,24542,23697,20003,5045,3000,2006,3001,4,0
14952,50400,2,2,2,26,18738,19345,10009,0,0,0,1341,1000,0,5,0,0,0
14953,200300,1,1,2,33,270163,275570,282031,286199,265201,271381,11005,12003,11010,15004,10004,11004,0
14954,180500,1,1,2,29,40679,36131,30829,23852,17902,7784,1561,1735,1385,30,23,5411,0
14955,210500,2,3,1,35,11851,5682,8179,6855,2200,1500,5691,8177,6860,2202,1500,2390,0
14956,50500,1,2,2,30,2812,192,3142,937,-3,894,1,3141,2,3,897,906,0
14957,80400,2,2,2,35,17257,816,1541,722,811,337,1003,1533,0,900,337,1000,0
14958,100100,1,3,1,57,438,440,291,-150,-585,1020,436,285,0,2,2040,0,0
14959,60100,2,1,2,34,31638,5725,18035,0,279,-101,5,18026,0,279,0,56839,0
14960,220500,2,1,1,43,-61,-60,-59,-65,-65,-200,7,0,0,4,0,0,1
14961,340400,1,1,2,40,86060,89610,87786,1680,1920,9151,5003,7785,1699,1925,9151,187000,0
14962,100500,2,3,1,51,47898,48894,50108,52259,53389,55519,1796,2000,3000,2003,3000,2041,0
14963,170500,1,2,1,50,26995,30095,18110,19050,18783,8042,4022,0,1060,4,807,0,1
14964,80200,2,3,2,33,77386,79043,80905,79387,81593,80254,2906,3200,3000,3502,3100,6200,0
14965,410100,1,1,1,36,109261,15139,5070,1019,14585,5370,15003,4867,803,14441,5396,875,1
14966,160300,2,1,2,29,3854,6398,6976,9044,2325,3998,6462,6980,9044,2327,4997,9947,0
14967,60300,1,1,1,50,60294,57431,25829,25793,28224,28968,1587,1500,1100,3003,1200,1100,1
14968,80500,2,2,2,47,83151,-7995,8,0,0,0,4,8000,0,4,0,0,0
14969,120500,2,3,1,49,3848,204,1830,3646,1823,1823,4,1823,3646,3,1823,1823,1
14970,50300,1,2,1,44,1347,1550,-299,18394,18760,19166,1001,0,18700,664,700,820,0
14971,20400,2,2,2,23,14415,16479,16517,16566,17370,19905,3002,1000,1000,2002,3000,0,0
14972,100500,2,2,2,28,6635,7648,8984,11032,10561,10779,1133,1462,2519,0,537,538,0
14973,200400,1,3,2,42,6158,6005,5769,0,0,3117,6004,5762,0,5,3117,2000,0
14974,100300,2,2,2,29,11541,1305,7,0,0,0,1305,0,0,0,0,0,0
14975,320500,1,1,2,31,95528,97742,101160,104203,108867,40411,5004,5000,5000,5366,5010,5013,0
14976,100100,2,1,2,30,167413,85541,77312,60178,56436,51773,70002,3769,2008,1953,2001,18000,0
14977,50300,1,2,2,27,46743,48888,50080,60158,75277,90464,2902,2000,14455,16561,17000,0,0
14978,180300,1,2,1,53,362,350,139748,15631,2777,2160,349,139770,1000,2781,2160,3424,0
14979,210300,2,1,1,47,112903,110094,108782,107090,104037,101337,4917,3939,3792,3659,3631,3500,0
14980,50100,1,1,2,29,13261,18652,18072,19462,18854,20380,5641,0,2000,4,2000,2000,1
14981,70500,1,3,1,57,42040,46335,47488,49242,29993,29618,5004,2238,3000,3002,1500,1500,0
14982,50200,2,3,1,31,47429,48176,46473,47226,46917,47571,2103,2100,2105,2005,1800,3500,0
14983,50300,1,3,1,56,48681,47602,48510,49517,19592,19868,2,2100,2500,801,1000,900,0
14984,30300,2,2,1,62,2,5,6,0,0,0,2,0,0,4,0,0,0
14985,300300,2,1,1,37,272900,254083,252433,254160,250645,245851,9254,10505,9157,9319,9600,8500,0
14986,130300,2,2,1,41,131661,129864,128720,128962,131873,131482,5002,6208,4700,5003,5000,4800,0
14987,360300,1,1,2,33,8141,5,20476,10357,8540,0,7,20470,207,4,0,3185,0
14988,240100,2,1,2,30,17873,193,2297,2100,405,1665,2,2100,405,0,1665,0,0
14989,50100,1,3,2,23,47022,48428,44458,956,976,1976,2544,2150,956,20,1000,1000,1
14990,280100,1,1,1,39,101263,7229,11177,2300,0,10551,7261,11055,2311,2,10551,15000,1
14991,170100,1,1,2,32,166704,164566,166901,170102,165015,165571,5892,6894,6102,5811,6241,7000,0
14992,100500,1,2,2,29,946,395,397,390,0,780,395,390,390,5,780,0,0
14993,280300,1,1,1,40,1590,6421,16393,2967,1087,2644,6419,16387,2981,2645,2644,820,0
14994,220400,2,1,1,38,997,4107,4118,1057,990,1324,4105,1111,1057,994,1324,1039,0
14995,300200,1,2,2,30,49838,49836,51827,50244,49484,53472,5003,5000,5000,5001,5000,5000,0
14996,300100,2,2,1,29,1,5220,6,0,0,0,5219,0,0,3,0,0,0
14997,160500,1,1,1,43,97269,99471,102658,0,0,0,3775,5000,0,0,0,0,0
14998,130500,2,2,2,26,11447,12567,12083,15844,15295,16885,1603,0,4300,3,2000,2000,0
14999,230300,2,1,2,34,0,4537,8,6264,6392,2538,4540,0,6264,133,0,407,0
15000,240100,2,2,1,39,7468,226,196,189,1648,1459,904,198,0,1463,0,1250,1
15001,20100,2,2,1,31,15893,14000,13383,14205,15869,16666,2002,2000,1000,2001,1000,1000,0
15002,100300,1,2,2,36,8105,10257,5615,59265,62554,55392,2507,0,59265,4105,2500,0,1
15003,20100,1,2,2,25,16444,20422,18340,18848,30190,19664,7406,0,820,1027,1113,104,0
15004,120500,2,1,2,31,3336,5,3342,0,984,984,2,3333,0,988,984,984,0
15005,140200,1,1,2,33,130139,131480,137245,121914,71210,72778,5006,8000,5485,5003,3000,2000,1
15006,70100,2,1,2,35,70973,71277,69412,34045,34995,36025,2007,0,1220,1504,1725,0,1
15007,130100,2,3,1,44,19088,18496,20587,19950,21625,21129,6,2400,0,2003,0,1800,1
15008,160400,2,1,2,34,704,5,26817,0,0,0,6,26808,0,1,0,0,1
15009,300200,2,2,2,30,164442,140541,124811,80088,25283,12358,5107,6001,3500,707,3000,2300,0
15010,60100,2,1,2,28,4,5,8,150,1179,778,5,0,150,1180,778,496,0
15011,210400,1,3,1,50,27989,27691,29216,28326,26198,25020,1505,2000,1500,1002,1500,1300,0
15012,50200,2,2,1,34,34487,28256,7121,28042,28479,29066,1816,1700,30042,1200,1200,1300,1
15013,150100,1,2,2,30,104166,93855,94950,100940,100339,102567,5007,4380,8528,5001,4000,5000,0
15014,110200,2,2,1,48,107284,109556,48950,49959,50951,52019,4566,1808,1825,1819,1882,1893,0
15015,50200,2,1,2,32,41937,43046,44055,44824,46469,47579,2105,2000,1800,2701,2000,1700,0
15016,170400,2,2,1,44,38141,39140,39878,40693,41334,42118,1936,1671,1657,1466,1666,1529,0
15017,270400,2,1,1,38,1259,71670,69264,67842,68235,72706,73705,3168,3000,4002,8000,3000,0
15018,150200,2,1,1,27,8324,5061,2448,4471,2441,0,5057,2441,4471,2444,0,3987,0
15019,200500,1,2,1,41,63185,44881,38771,37618,35737,40710,1767,10007,2019,5028,15031,7088,0
15020,90500,1,2,1,59,10639,10894,10961,11155,15210,19425,3013,3000,3000,5000,6000,8000,0
15021,270100,2,3,2,32,5,2905,2008,2000,0,4759,2906,2000,2000,2,4759,0,0
15022,50500,2,3,2,29,18021,9951,10327,8603,7298,6709,5560,2446,0,264,1000,1214,0
15023,50100,1,2,2,37,17008,18162,17308,16486,17681,17825,3003,1000,1000,2005,1000,2000,0
15024,110400,2,2,1,47,102730,110184,105143,105467,94294,86381,10701,0,5000,4002,4000,5000,0
15025,70300,2,2,2,34,62214,64077,64811,66647,50690,50806,2905,2379,4466,6,1836,1846,0
15026,70200,1,1,2,30,10453,2348,14343,13155,3929,1953,6002,15000,4000,4000,0,1000,0
15027,310400,1,1,2,40,996,993,999,993,1495,995,995,1005,1000,1503,1000,1000,0
15028,130200,1,1,1,44,23973,23186,18921,19960,81985,80189,1294,1700,2000,63004,2885,3000,0
15029,260300,2,2,1,49,85379,71875,73000,57382,58522,59748,2670,2376,2084,2096,2169,2182,0
15030,80500,1,2,1,38,601,605,609,600,300,150,3,0,0,0,0,1000,1
15031,20100,1,2,2,25,10209,14977,17439,19548,18948,18358,4978,3000,2700,1,0,1000,1
15032,230200,2,3,2,41,11395,10928,13562,12134,0,0,3,3200,0,5,0,0,0
15033,120400,2,2,2,25,67715,51390,35168,13425,8517,6174,2106,1021,274,3001,1004,4005,1
15034,20200,1,2,2,53,13878,14493,16038,15470,0,0,1245,2559,0,4,0,0,0
15035,300300,1,1,2,34,8078,10571,11301,12000,3458,56338,2802,1200,1200,9428,55000,2000,1
15036,130400,1,2,2,31,783,785,398,0,780,0,396,0,0,785,0,0,0
15037,50100,1,3,1,40,26982,21034,18771,19145,19229,19026,1330,1298,678,688,691,700,0
15038,260200,2,2,1,43,2701,3548,507,3540,2957,917,3545,505,3540,2960,917,0,0
15039,100400,2,2,1,30,73745,75221,82013,84044,84532,80828,2707,8000,4304,3003,0,3000,1
15040,100400,1,2,2,32,27870,29334,30301,31734,32323,33648,3505,3000,3500,1503,2000,2300,0
15041,500500,1,1,2,37,2451,1043,34749,20409,23804,22697,1104,35157,3000,5000,5000,5000,0
15042,70500,1,3,1,32,67732,67026,67334,60962,61146,56066,3001,6006,0,1901,2000,2000,0
15043,30200,1,1,2,29,9800,10061,9822,7576,5746,3900,2351,2000,0,144,128,39,0
15044,360200,2,2,2,36,205365,207320,211284,215020,218771,222172,8001,8000,8000,7769,7803,7971,0
15045,230400,2,2,1,45,900,1005,1694,3207,1941,329,1007,1685,3207,3,329,2208,0
15046,100300,2,2,1,46,39003,40128,41225,42193,44722,44024,1906,1900,1800,3201,0,2000,0
15047,290100,2,5,2,37,33280,33699,32461,27981,14096,10240,1604,1700,2015,2005,1000,1000,0
15048,580100,2,1,1,38,159764,162194,166134,169365,168755,167964,6425,6565,5951,6008,5894,5946,0
15049,500500,1,3,1,40,41600,50854,54934,57972,60224,71198,10006,4927,3972,3226,11980,5765,0
15050,460100,2,1,2,31,170899,160228,160900,165246,169983,173330,7025,7000,7002,8007,8038,6052,0
15051,150300,2,1,1,37,14847,14533,11325,14037,12030,10738,14535,11322,14042,12033,10738,322,0
15052,250200,2,2,2,25,5,5,19457,20623,21283,21943,3,19449,1500,1001,1000,1000,1
15053,140100,2,2,2,25,25623,26810,27772,28342,29123,29930,1604,1500,1000,1203,1250,1200,1
